Year,Inoculum,Treatment,Snow,Survival,Block,GSL,PP
2017,V4,Vegetated,Control,1,4,47,0.999999997
2017,V4,Vegetated,Control,1,4,47,0.999999997
2017,V4,Vegetated,Control,1,4,47,0.999999997
2017,V4,Vegetated,Control,1,4,47,0.999999997
2017,V4,Vegetated,Control,1,4,47,0.999999997
2018,U1,Unvegetated,Sand,1,1,56,0.637555912
2018,U1,Unvegetated,Sand,1,1,56,0.637555912
2018,U1,Unvegetated,Sand,0,1,56,0.637555912
2018,U1,Unvegetated,Sand,0,1,56,0.637555912
2018,U1,Unvegetated,Sand,0,1,56,0.637555912
2018,U1,Unvegetated,Sand,0,1,56,0.637555912
2018,U1,Unvegetated,Control,1,1,46,0.996536022
2018,U1,Unvegetated,Control,1,1,46,0.996536022
2018,U1,Unvegetated,Control,1,1,46,0.996536022
2018,U1,Unvegetated,Control,1,1,46,0.996536022
2018,U1,Unvegetated,Control,1,1,46,0.996536022
2018,U1,Unvegetated,Sand,1,2,57,0.513762066
2018,U1,Unvegetated,Sand,0,2,57,0.513762066
2018,U1,Unvegetated,Sand,0,2,57,0.513762066
2018,U1,Unvegetated,Sand,0,2,57,0.513762066
2018,U1,Unvegetated,Control,1,2,49,0.984214295
2018,U1,Unvegetated,Control,1,2,49,0.984214295
2018,U1,Unvegetated,Control,1,2,49,0.984214295
2018,U1,Unvegetated,Control,1,2,49,0.984214295
2018,U1,Unvegetated,Sand,1,3,53,0.890308926
2018,U1,Unvegetated,Sand,1,3,53,0.890308926
2018,U1,Unvegetated,Sand,1,3,53,0.890308926
2018,U1,Unvegetated,Sand,1,3,53,0.890308926
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Control,1,3,50,0.973992769
2018,U1,Unvegetated,Sand,1,4,60,0.1863253
2018,U1,Unvegetated,Sand,0,4,60,0.1863253
2018,U1,Unvegetated,Sand,0,4,60,0.1863253
2018,U1,Unvegetated,Sand,0,4,60,0.1863253
2018,U1,Unvegetated,Sand,0,4,60,0.1863253
2018,U1,Unvegetated,Control,1,4,58,0.388256371
2018,U1,Unvegetated,Control,1,4,58,0.388256371
2018,U1,Unvegetated,Control,1,4,58,0.388256371
2018,U1,Unvegetated,Control,1,4,58,0.388256371
2018,U1,Unvegetated,Control,0,4,58,0.388256371
2018,U2,Unvegetated,Sand,1,1,56,0.991915178
2018,U2,Unvegetated,Sand,1,1,56,0.991915178
2018,U2,Unvegetated,Sand,1,1,56,0.991915178
2018,U2,Unvegetated,Control,1,1,46,0.720470548
2018,U2,Unvegetated,Control,1,1,46,0.720470548
2018,U2,Unvegetated,Control,1,1,46,0.720470548
2018,U2,Unvegetated,Control,1,1,46,0.720470548
2018,U2,Unvegetated,Control,0,1,46,0.720470548
2018,U2,Unvegetated,Sand,1,2,57,0.994491473
2018,U2,Unvegetated,Sand,1,2,57,0.994491473
2018,U2,Unvegetated,Sand,1,2,57,0.994491473
2018,U2,Unvegetated,Sand,1,2,57,0.994491473
2018,U2,Unvegetated,Control,1,2,49,0.891451363
2018,U2,Unvegetated,Control,1,2,49,0.891451363
2018,U2,Unvegetated,Control,0,2,49,0.891451363
2018,U2,Unvegetated,Sand,1,3,53,0.97468688
2018,U2,Unvegetated,Sand,1,3,53,0.97468688
2018,U2,Unvegetated,Sand,1,3,53,0.97468688
2018,U2,Unvegetated,Sand,1,3,53,0.97468688
2018,U2,Unvegetated,Sand,1,3,53,0.97468688
2018,U2,Unvegetated,Control,1,3,50,0.923574691
2018,U2,Unvegetated,Sand,1,4,60,0.998264617
2018,U2,Unvegetated,Sand,1,4,60,0.998264617
2018,U2,Unvegetated,Sand,1,4,60,0.998264617
2018,U2,Unvegetated,Sand,1,4,60,0.998264617
2018,U2,Unvegetated,Sand,1,4,60,0.998264617
2018,U2,Unvegetated,Control,1,4,58,0.996249915
2018,U2,Unvegetated,Control,1,4,58,0.996249915
2018,U2,Unvegetated,Control,1,4,58,0.996249915
2018,U2,Unvegetated,Control,1,4,58,0.996249915
2018,U2,Unvegetated,Control,1,4,58,0.996249915
2018,U3,Unvegetated,Sand,1,1,56,0.742887577
2018,U3,Unvegetated,Control,1,1,46,0.819896988
2018,U3,Unvegetated,Sand,1,2,57,0.734108684
2018,U3,Unvegetated,Sand,1,2,57,0.734108684
2018,U3,Unvegetated,Sand,1,2,57,0.734108684
2018,U3,Unvegetated,Sand,0,2,57,0.734108684
2018,U3,Unvegetated,Sand,0,2,57,0.734108684
2018,U3,Unvegetated,Control,1,2,49,0.798872802
2018,U3,Unvegetated,Control,0,2,49,0.798872802
2018,U3,Unvegetated,Sand,1,3,53,0.768064932
2018,U3,Unvegetated,Sand,1,3,53,0.768064932
2018,U3,Unvegetated,Sand,1,3,53,0.768064932
2018,U3,Unvegetated,Sand,1,3,53,0.768064932
2018,U3,Unvegetated,Sand,1,3,53,0.768064932
2018,U3,Unvegetated,Control,1,3,50,0.791468894
2018,U3,Unvegetated,Control,0,3,50,0.791468894
2018,U3,Unvegetated,Sand,1,4,60,0.70665308
2018,U3,Unvegetated,Sand,0,4,60,0.70665308
2018,U3,Unvegetated,Sand,0,4,60,0.70665308
2018,U3,Unvegetated,Control,1,4,58,0.725140945
2018,U3,Unvegetated,Control,1,4,58,0.725140945
2018,U3,Unvegetated,Control,1,4,58,0.725140945
2018,U3,Unvegetated,Control,1,4,58,0.725140945
2018,U3,Unvegetated,Control,1,4,58,0.725140945
2018,U4,Unvegetated,Sand,1,1,56,0.905772886
2018,U4,Unvegetated,Sand,1,1,56,0.905772886
2018,U4,Unvegetated,Sand,0,1,56,0.905772886
2018,U4,Unvegetated,Sand,0,1,56,0.905772886
2018,U4,Unvegetated,Control,1,1,46,0.810487268
2018,U4,Unvegetated,Control,1,1,46,0.810487268
2018,U4,Unvegetated,Control,1,1,46,0.810487268
2018,U4,Unvegetated,Control,1,1,46,0.810487268
2018,U4,Unvegetated,Control,0,1,46,0.810487268
2018,U4,Unvegetated,Sand,1,2,57,0.912461783
2018,U4,Unvegetated,Sand,1,2,57,0.912461783
2018,U4,Unvegetated,Sand,1,2,57,0.912461783
2018,U4,Unvegetated,Control,1,2,49,0.845031205
2018,U4,Unvegetated,Control,1,2,49,0.845031205
2018,U4,Unvegetated,Control,1,2,49,0.845031205
2018,U4,Unvegetated,Sand,1,3,53,0.88289241
2018,U4,Unvegetated,Sand,1,3,53,0.88289241
2018,U4,Unvegetated,Sand,1,3,53,0.88289241
2018,U4,Unvegetated,Sand,1,3,53,0.88289241
2018,U4,Unvegetated,Control,1,3,50,0.855343342
2018,U4,Unvegetated,Control,1,3,50,0.855343342
2018,U4,Unvegetated,Control,1,3,50,0.855343342
2018,U4,Unvegetated,Control,1,3,50,0.855343342
2018,U4,Unvegetated,Control,0,3,50,0.855343342
2018,U4,Unvegetated,Sand,1,4,60,0.930022895
2018,U4,Unvegetated,Sand,1,4,60,0.930022895
2018,U4,Unvegetated,Sand,1,4,60,0.930022895
2018,U4,Unvegetated,Sand,1,4,60,0.930022895
2018,U4,Unvegetated,Sand,1,4,60,0.930022895
2018,U4,Unvegetated,Control,1,4,58,0.918718465
2018,U4,Unvegetated,Control,1,4,58,0.918718465
2018,U4,Unvegetated,Control,1,4,58,0.918718465
2018,U4,Unvegetated,Control,1,4,58,0.918718465
2018,U4,Unvegetated,Control,1,4,58,0.918718465
2018,V1,Vegetated,Sand,1,1,56,0.874635561
2018,V1,Vegetated,Sand,1,1,56,0.874635561
2018,V1,Vegetated,Sand,1,1,56,0.874635561
2018,V1,Vegetated,Sand,1,1,56,0.874635561
2018,V1,Vegetated,Sand,1,1,56,0.874635561
2018,V1,Vegetated,Sand,1,1,56,0.874635561
2018,V1,Vegetated,Sand,0,1,56,0.874635561
2018,V1,Vegetated,Sand,0,1,56,0.874635561
2018,V1,Vegetated,Sand,0,1,56,0.874635561
2018,V1,Vegetated,Sand,0,1,56,0.874635561
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Control,1,1,46,0.984522205
2018,V1,Vegetated,Sand,1,2,57,0.848330375
2018,V1,Vegetated,Sand,0,2,57,0.848330375
2018,V1,Vegetated,Control,1,2,49,0.97039327
2018,V1,Vegetated,Control,1,2,49,0.97039327
2018,V1,Vegetated,Control,1,2,49,0.97039327
2018,V1,Vegetated,Control,1,2,49,0.97039327
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Sand,1,3,53,0.931223207
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Control,1,3,50,0.963338685
2018,V1,Vegetated,Sand,1,4,60,0.742406695
2018,V1,Vegetated,Sand,1,4,60,0.742406695
2018,V1,Vegetated,Sand,1,4,60,0.742406695
2018,V1,Vegetated,Sand,1,4,60,0.742406695
2018,V1,Vegetated,Sand,1,4,60,0.742406695
2018,V1,Vegetated,Control,1,4,58,0.817656305
2018,V1,Vegetated,Control,1,4,58,0.817656305
2018,V1,Vegetated,Control,1,4,58,0.817656305
2018,V1,Vegetated,Control,1,4,58,0.817656305
2018,V1,Vegetated,Control,1,4,58,0.817656305
2018,V2,Vegetated,Sand,1,1,56,0.999999976
2018,V2,Vegetated,Sand,1,1,56,0.999999976
2018,V2,Vegetated,Sand,1,2,57,0.999999976
2018,V2,Vegetated,Sand,1,2,57,0.999999976
2018,V2,Vegetated,Control,1,2,49,0.999999976
2018,V2,Vegetated,Sand,1,3,53,0.999999976
2018,V2,Vegetated,Sand,1,3,53,0.999999976
2018,V2,Vegetated,Sand,1,3,53,0.999999976
2018,V2,Vegetated,Sand,1,3,53,0.999999976
2018,V2,Vegetated,Sand,1,3,53,0.999999976
2018,V2,Vegetated,Control,1,3,50,0.999999976
2018,V2,Vegetated,Control,1,3,50,0.999999976
2018,V2,Vegetated,Control,1,3,50,0.999999976
2018,V2,Vegetated,Control,1,3,50,0.999999976
2018,V2,Vegetated,Control,1,3,50,0.999999976
2018,V3,Vegetated,Sand,1,1,56,0.968708856
2018,V3,Vegetated,Sand,1,1,56,0.968708856
2018,V3,Vegetated,Sand,1,1,56,0.968708856
2018,V3,Vegetated,Sand,0,1,56,0.968708856
2018,V3,Vegetated,Control,1,1,46,0.991432504
2018,V3,Vegetated,Control,1,1,46,0.991432504
2018,V3,Vegetated,Control,1,1,46,0.991432504
2018,V3,Vegetated,Control,1,1,46,0.991432504
2018,V3,Vegetated,Sand,1,2,57,0.964455366
2018,V3,Vegetated,Sand,1,2,57,0.964455366
2018,V3,Vegetated,Sand,1,2,57,0.964455366
2018,V3,Vegetated,Sand,1,2,57,0.964455366
2018,V3,Vegetated,Sand,1,2,57,0.964455366
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Sand,1,2,57,0.777303766
2018,V4,Vegetated,Sand,1,2,57,0.777303766
2018,V4,Vegetated,Sand,0,2,57,0.777303766
2018,V4,Vegetated,Sand,0,2,57,0.777303766
2018,V4,Vegetated,Sand,0,2,57,0.777303766
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Sand,1,3,53,0.918747799
2018,V4,Vegetated,Sand,1,3,53,0.918747799
2018,V4,Vegetated,Sand,1,3,53,0.918747799
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Control,1,4,58,0.72235327
2018,V4,Vegetated,Control,1,4,58,0.72235327
2018,V4,Vegetated,Control,0,4,58,0.72235327
2018,V4,Vegetated,Control,0,4,58,0.72235327
2018,V4,Vegetated,Control,0,4,58,0.72235327